cave grub,f90,gold (77),0,0,3,4,52,"head (6), body (6), leg (6)",7,18,17,10,8,5,5,5,e603 (1),,"animal, blind, cold-blooded, magic being, siegebonus (10)","body (1), misc (2)","head (1), body (1), leg (26)",,"animal, cold-blooded, magic being"
cave cow,f91,gold (35),0,0,2,4,32,"eye (4), head (4), body (4), leg (4)",7,10,15,10,9,10,3,8,e322 (1),,"animal, cold-blooded, darkvision (100)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, cold-blooded"
cave crab,f92,gold (162),0,0,4,4,54,"eye (22), head (22), body (22), leg (22)",4,15,20,11,9,5,2,10,e600 (1),,"amphibian, animal, darkvision (100)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"amphibian, animal"
swamp drake,f93,"gold (100), emeralds (5)",0,0,4,4,44,"eye (14), head (14), body (14), leg (14)",13,14,17,10,8,8,4,8,e323 (1),,"animal, cold-blooded, drake, poison barbs, survives in swamps, resist poison (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, drake, cold-blooded"
ice drake,f94,"gold (77), sapphires (3)",0,0,3,4,41,"eye (13), head (13), body (13), leg (13)",13,14,17,10,8,8,4,8,e322 (1),,"animal, drake, resist cold (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, drake"
fire drake,f95,"gold (27), rubies (3)",0,0,2,3,28,"eye (10), head (10), body (10), leg (10)",13,14,15,10,8,8,4,9,e323 (1),,"animal, cold-blooded, drake, survives in wastes, resist fire (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, drake, cold-blooded"
wyvern,f96,"gold (158.5), diamonds (3), emeralds (3)",0,0,5,5,35,"eye (12), head (12), body (12), leg (12), wing (12)",14,13,15,13,12,10,3,7,"e322 (1), e203 (1)",,"animal, cold-blooded, drake, flying, survives in mountains, survives in wastes, resist poison (15), resist shock (15)","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,"animal, drake, cold-blooded"
fivefold angel,f97,bloodstones (20),0,0,0,2,8,"eye (0), head (0), body (0), arm (0), leg (0)",15,18,9,7,6,10,3,12,e511 (1),"blood (2), holy (0)","damage reversal (0), resist cold (3), stealthy (50)","head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
simargl,f98,gold (13),35,3,0,2,13,"eye (7), head (7), body (7), leg (7), wing (7)",12,13,11,12,11,5,2,12,e322 (1),,"animal, flying, patrol bonus (10)","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)","f57, f58, f83, f161, f162, f163, f165, f166","animal, starting form"
androleth,f99,gold (37),0,0,2,2,14,"eye (2), head (2), body (2), arm (2), leg (2)",13,14,11,8,9,8,3,10,e85 (1),,"amphibian, magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
androdai,f100,"gold (56), pearls (12), onyxes (2), topazes (2), piety (10), sapphires (2)",0,0,4,2,13,"eye (2), head (2), body (2), arm (2), leg (2)",15,15,10,7,9,7,3,10,e63 (1),"astral (1.25), death (0.25), earth (0.25), holy (1), water (0.25)","amphibian, magic being","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
horite,f101,"gold (83), rubies (1), sapphires (1)",0,0,3,3,25,"eye (2), head (2), body (2), arm (2), leg (2)",8,13,17,9,9,9,3,14,,,"survives in mountains, survives in wastes, darkvision (50), resist cold (5), resist fire (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f195,tagless
werebear,f102,"gold (157.5), emeralds (2), sapphires (1)",0,0,5,4,45,"eye (8), head (8), body (8), arm (8), leg (8), wing (8)",13,17,20,12,9,5,2,14,"e29 (1), e322 (1)",,"animal, berserk (1), firstshape (39), resist cold (5), recuperation","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
winged monkey,f103,"gold (62.75), pearls (7)",0,0,2,1,7,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",13,7,6,11,15,8,2,14,e387 (1),astral (0.75),"animal, flying, magic being, survives in forests","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,animal
manikin,f104,"gold (162), topazes (2), emeralds (5)",0,0,500,2,12,"eye (0), head (0), body (0), arm (0), leg (0)",12,50,11,7,7,5,0,6,"e29 (1), e71 (1)",,"lifeless, magic being, mindless, poor amphibian, resist pierce, survives in forests, resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"undead, magic being"
mandragora,f105,"gold (245.5), topazes (2), emeralds (5)",0,0,800,2,25,"eye (5), head (5), body (5), arm (5), leg (5)",14,50,15,9,9,5,0,6,"e29 (1), e71 (2)",,"lifeless, magic being, mindless, poor amphibian, resist pierce, survives in forests, resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"undead, magic being"
ancient mandragora,f106,"gold (252), onyxes (30), emeralds (35)",0,0,900,3,47,"eye (8), head (8), body (8), arm (8), leg (8)",18,16,18,16,10,10,0,6,e71 (4),"death (3), nature (3)","lifeless, magic being, survives in forests, resist poison (25)",misc (2),"eye (2), head (1), body (1), arm (2), leg (2)",,"undead, magic being"
satyr manikin,f107,"gold (190.5), topazes (2), emeralds (5)",0,0,600,2,16,"eye (0), head (0), body (0), arm (0), leg (0)",14,50,12,7,9,5,0,8,"e29 (1), e71 (1)",,"lifeless, magic being, mindless, poor amphibian, resist pierce, survives in forests, resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"undead, magic being"
harpy manikin,f108,"gold (17.5), topazes (2), emeralds (5)",0,0,300,1,8,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",13,50,9,5,5,5,0,3,e71 (2),,"female, lifeless, magic being, mindless, poor amphibian, resist pierce, survives in forests, resist poison (25)","head (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,"undead, magic being"
ichtysatyr,f109,"gold (63), emeralds (2)",0,0,3,2,12,"eye (2), head (2), body (2), arm (2), leg (2)",13,9,11,10,12,10,3,14,,,"poor amphibian, recuperation, stealthy (40)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
ichtytaur,f110,"gold (100), emeralds (2)",0,0,3,3,25,"eye (4), head (4), body (4), arm (4), leg (4)",11,13,16,8,8,8,3,15,,,"poor amphibian, recuperation, trample, berserk (2)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibain
ichtycentaur,f111,"gold (96), emeralds (2)",0,0,3,3,20,"eye (4), head (4), body (4), arm (4), leg (4)",13,11,13,10,13,12,3,30,,,"amphibian, recuperation","hands (2), head (1), body (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (4)",,amphibian
ichtyid,f112,gold (27.5),20,2,0,2,16,"eye (5), head (5), body (5), arm (5), leg (5)",8,12,11,9,8,8,3,8,,,amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f109, f168","amphibian, starting form"
edomite,f113,gold (56),0,0,2,3,21,"eye (1), head (1), body (1), arm (1), leg (1)",11,9,14,9,9,10,3,14,,,survives in wastes,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f114, f115",tagless
avvite,f114,gold (97.5),0,0,3,3,24,"eye (1), head (1), body (1), arm (1), leg (1)",12,12,15,11,11,10,3,14,,,survives in wastes,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
gittite,f115,gold (103.5),0,0,3,3,24,"eye (1), head (1), body (1), arm (1), leg (1)",12,12,15,11,11,10,3,14,,,"survives in wastes, resist fire (3)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
bashanite,f116,"gold (167), rubies (1)",0,0,5,4,40,"eye (2), head (2), body (2), arm (2), leg (2)",13,14,20,11,11,10,3,16,,,"survives in wastes, resist fire (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
amorite,f117,"gold (154.5), rubies (1)",0,0,4,4,35,"eye (2), head (2), body (2), arm (2), leg (2)",13,11,18,11,12,10,3,16,,,"survives in wastes, resist fire (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
gileadite,f118,"gold (148.5), rubies (1)",0,0,4,4,35,"eye (2), head (2), body (2), arm (2), leg (2)",13,13,18,11,11,10,3,16,,,"survives in wastes, resist fire (5)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
ahiman anakite,f119,"gold (269), rubies (1)",0,0,7,5,53,"eye (3), head (3), body (3), arm (3), leg (3)",15,15,22,13,12,10,2,16,e331 (1),,"survives in wastes, resist fire (6)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
sheshai anakite,f120,"gold (257), rubies (1)",0,0,7,5,50,"eye (3), head (3), body (3), arm (3), leg (3)",15,14,21,12,12,10,2,16,e331 (1),,"survives in wastes, berserk (2), resist fire (9)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
talmai anakite of arakiel,f121,"gold (224), topazes (30), rubies (1)",0,0,9,5,45,"eye (1), head (1), body (1), arm (1), leg (1)",18,13,20,11,11,10,2,16,e331 (1),"astral (0.025), death (0.025), earth (3.025), fire (0.025)","survives in wastes, forge bonus (1), resist fire (6)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
talmai anakite of kokabel,f122,"gold (224), pearls (30), rubies (1)",0,0,9,5,45,"eye (1), head (1), body (1), arm (1), leg (1)",18,13,20,11,11,10,2,16,e331 (1),"astral (3.025), death (0.025), earth (0.025), fire (0.025)","survives in wastes, forge bonus (1), resist fire (6)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
talmai anakite of shamshiel,f123,"gold (224), rubies (31)",0,0,9,5,45,"eye (1), head (1), body (1), arm (1), leg (1)",18,13,20,11,11,10,2,16,e331 (1),"astral (0.025), death (0.025), earth (0.025), fire (3.025)","survives in wastes, forge bonus (1), resist fire (6)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
rephaim,f124,"gold (275), rubies (1)",0,0,7,5,55,"eye (3), head (3), body (3), arm (3), leg (3)",15,14,22,13,12,10,2,16,e331 (1),,"survives in wastes, resist fire (7)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
son of arakiel,f125,"gold (437), bloodstones (30), topazes (40), rubies (3), piety (10)",0,0,19,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,28,15,15,13,1,20,e522 (1),"blood (3), earth (4), holy (1)","survives in wastes, fear (5), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
son of azazel,f126,"gold (439.5), pearls (20), bloodstones (40), rubies (23), piety (20)",0,0,21,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,25,16,16,13,1,20,e522 (1),"astral (2), blood (4), fire (2), holy (2)","survives in wastes, fear (5), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
son of ezekiel,f127,"gold (437), diamonds (43), bloodstones (30), rubies (3), piety (10)",0,0,19,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,25,15,15,15,1,20,e522 (1),"air (4), blood (3), holy (1)","survives in wastes, fear (5), resist fire (15), resist shock (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
son of kokabel,f128,"gold (429.5), pearls (40), bloodstones (30), rubies (3), piety (10)",0,0,18,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,25,15,15,13,1,20,e522 (1),"astral (4), blood (3), holy (1)","survives in wastes, fear (5), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
son of semyaza,f129,"gold (437), bloodstones (30), rubies (3), piety (10), emeralds (43)",0,0,19,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,25,15,15,13,1,20,e522 (1),"blood (3), holy (1), nature (4)","survives in wastes, fear (5), healer (3), resist fire (15), resist poison (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
son of shamshiel,f130,"gold (455), bloodstones (30), rubies (43), piety (10)",0,0,19,6,81,"eye (6), head (6), body (6), arm (6), leg (6)",18,30,25,15,15,13,1,20,"e320 (1), e522 (1)","blood (3), fire (4), holy (1)","survives in wastes, fear (5), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
demonbred,f131,"gold (119.49995), rubies (7)",0,0,4,3,17,"eye (5), head (5), body (5), arm (5), leg (5), wing (5)",15,14,14,11,9,7,2,8,e29 (2),,"flying, survives in wastes, darkvision (50), heat aura (3), resist fire (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,tagless
fir bolg,f132,gold (70.5),0,0,3,2,13,"eye (0), head (0), body (0), arm (0), leg (0)",13,11,11,12,13,10,3,13,,,,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f133,tagless
sidhe,f133,"gold (74.5), diamonds (2)",0,0,3,2,13,"eye (0), head (0), body (0), arm (0), leg (0)",14,12,12,12,13,12,3,13,,,"glamour, survives in forests, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f134, f135, f136",tagless
bean sidhe,f134,"gold (95), diamonds (14), topazes (2), emeralds (12), sapphires (12)",0,0,7,2,13,"eye (0), head (0), body (0), arm (0), leg (0)",15,10,12,12,14,12,3,13,,"air (1.25), earth (0.25), nature (1.25), water (1.25)","female, glamour, survives in forests, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
baobhan sidhe,f135,"gold (112), diamonds (22)",0,0,5,2,13,"eye (0), head (0), body (0), arm (0), leg (0)",15,12,12,12,14,12,3,13,e63 (1),air (2),"female, glamour, survives in forests, assassin (1), darkvision (50), stealthy (85)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
tuatha,f136,"gold (95.5), diamonds (2)",0,0,3,2,14,"eye (0), head (0), body (0), arm (0), leg (0)",14,14,13,13,14,12,3,13,,,"glamour, survives in forests, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f137,tagless
nemedian,f137,"gold (95.5), diamonds (2)",0,0,3,2,14,"eye (0), head (0), body (0), arm (0), leg (0)",14,14,13,14,13,12,3,13,,,"glamour, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
morrigan,f138,"gold (253), diamonds (2), onyxes (5), sapphires (3)",0,0,1000,2,17,"eye (7), head (7), body (7), arm (7), leg (7)",16,30,13,15,15,15,0,14,,,"female, flying, glamour, fear (5), resist cold (15), resist poison (25), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,undead
van,f139,"gold (71), diamonds (2)",0,0,3,2,13,"eye (0), head (0), body (0), arm (0), leg (0)",14,11,11,12,13,12,3,13,,,"glamour, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
valkyrie,f140,"gold (83.5), diamonds (2)",0,0,3,2,12,"eye (0), head (0), body (0), arm (0), leg (0)",14,12,11,13,14,13,3,13,,,"female, flying, glamour, survives in forests, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
morgen,f141,"gold (93), diamonds (2)",0,0,3,2,14,"eye (0), head (0), body (0), arm (0), leg (0)",14,14,12,13,14,12,3,13,,,"amphibian, female, glamour, darkvision (50), stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
boar,f142,,0,0,0,3,13,"eye (4), head (4), body (4), leg (4)",5,8,10,8,7,5,2,14,e331 (1),,"animal, survives in forests","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
harpy,f143,emeralds (2),0,0,0,1,7,"eye (0), head (0), body (0), arm (0), wing (0)",11,8,8,8,10,8,3,4,e29 (2),,"female, flying, recuperation, survives in forests, stealthy (40)","head (1), body (1), misc (2)","eye (2), head (1), body (1), wing (2)",,tagless
imp,f144,"gold (112.5), rubies (3)",0,0,4,1,8,"eye (6), head (6), body (6), arm (6), leg (6), wing (6)",13,9,9,11,15,10,1,7,e29 (2),,"flying, resist cold (-5), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,demon
devil,f145,"gold (271.49996), rubies (7)",0,0,7,3,35,"eye (8), head (8), body (8), arm (8), leg (8), wing (8)",17,30,14,14,12,12,2,12,"e29 (2), e68 (1)",,"flying, survives in wastes, heat aura (3), resist cold (-5), resist fire (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,demon
crystal amazon,f146,gold (32.5),0,0,2,2,10,"eye (0), head (0), body (0), arm (0), leg (0)",10,10,9,11,11,12,3,13,,,female,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
garnet amazon,f147,"gold (57), rubies (3)",0,0,3,2,10,"eye (0), head (0), body (0), arm (0), leg (0)",10,11,9,12,12,12,3,13,,,"female, survives in wastes, resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
jade amazon,f148,gold (33.5),0,0,2,2,10,"eye (0), head (0), body (0), arm (0), leg (0)",10,11,9,11,11,12,3,13,,,"female, survives in forests","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
onyx amazon,f149,gold (33.5),0,0,2,2,10,"eye (0), head (0), body (0), arm (0), leg (0)",10,11,9,11,11,12,3,13,,,"female, survives in mountains","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,tagless
merrow,f150,gold (26.5),20,2,0,2,14,"eye (2), head (2), body (2), arm (2), leg (2)",11,10,12,9,9,8,3,11,,,"amphibian, darkvision (50)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f109, f115","amphibian, starting form"
saos,f151,gold (45),0,0,2,2,12,"eye (0), head (0), body (0), arm (0), leg (0)",11,12,11,11,11,10,3,14,,,poor amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f152, f153",amphibian
kourete,f152,gold (102),0,0,4,2,15,"eye (0), head (0), body (0), arm (0), leg (0)",13,13,12,13,13,12,2,14,,,"magic being, poor amphibian","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f154,"amphibian, magic being"
strategis,f153,"gold (119), pearls (2), piety (10), emeralds (2)",0,0,5,2,15,"eye (0), head (0), body (0), arm (0), leg (0)",15,13,12,12,12,10,2,12,,holy (1),"female, magic being, poor amphibian, recuperation, awe (1)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f154,"amphibian, magic being"
melia,f154,"gold (150.925), diamonds (3), pearls (4), topazes (3), piety (10), emeralds (12), sapphires (3)",0,0,8,2,15,"eye (0), head (0), body (0), arm (0), leg (0)",16,13,12,13,13,11,2,12,,"air (0.333), earth (0.333), holy (1), nature (1), water (0.333)","female, magic being, poor amphibian, recuperation, awe (3)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"amphibian, magic being"
fallen angel,f155,"gold (266), bloodstones (30), onyxes (30), rubies (33)",0,0,7,4,49,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",18,18,14,14,14,15,1,16,,"blood (3), death (3), fire (3)","flying, fear (5), invulnerability (25), resist fire (15)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,"demon, magic being"
sprite,f156,"gold (74.5), diamonds (2)",0,0,3,1,2,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",14,7,3,14,20,14,1,10,e228 (1),,"flying, glamour, magic being, survives in forests, survives in wastes, stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,magic being
spine devil,f157,gold (184),0,0,5,2,25,"eye (13), head (13), body (13), arm (13), leg (13)",16,30,15,12,12,5,2,15,e207 (2),,barbs,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,demon
ancient one,f158,gold (122),0,0,3,4,40,"eye (3), head (3), body (3), arm (3), leg (3)",12,13,18,9,9,7,4,14,,,"cold-blooded, darkvision (100), siegebonus (2)","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)","f176, f177",cold-blooded
olm spawn,f159,"gold (96), emeralds (3), sapphires (1)",0,0,4,3,28,"eye (5), head (5), body (5), arm (5)",14,13,14,10,10,9,3,7,,,"cold-blooded, darkvision (100), resist cold (5), resist poison (15), siegebonus (2)","hands (2), head (1), body (1), misc (2)","eye (1), head (1), body (1), arm (2)",,cold-blooded
gnome,f160,"diamonds (2), topazes (20), emeralds (20)",0,0,0,1,6,"eye (0), head (0), body (0), arm (0), leg (0)",16,9,9,7,7,9,3,6,e543 (1),"earth (2), nature (2)","glamour, survives in forests, stealthy (65)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,tagless
tiger,f161,gold (39.5),0,0,2,3,21,"eye (4), head (4), body (4), leg (4)",5,13,15,13,11,5,3,20,"e29 (1), e322 (1)",,"animal, survives in forests","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
great boar,f162,gold (49.5),0,0,2,3,20,"eye (6), head (6), body (6), leg (6)",5,13,15,12,9,5,2,16,e331 (1),,"animal, survives in forests, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
jaguar,f163,gold (24.5),0,0,2,2,19,"eye (4), head (4), body (4), leg (4)",5,13,15,13,11,5,3,20,"e29 (1), e322 (1)",,"animal, survives in forests, stealthy (40)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,animal
black harpy,f164,emeralds (2),0,0,1,2,8,"eye (2), head (2), body (2), wing (2)",11,10,8,9,9,8,3,4,e29 (2),,"female, flying, recuperation, survives in forests, stealthy (60)","head (1), body (1), misc (2)","eye (2), head (1), body (1), wing (2)",,tagless
great hawk,f165,gold (9),0,0,2,3,15,"eye (2), head (2), body (2), wing (2)",5,13,11,11,13,8,3,6,"e29 (2), e404 (1)",,"animal, flying, survives in forests, survives in mountains","body (1), misc (2)","eye (2), head (1), body (1), wing (2)",,animal
winter wolf,f166,"gold (150.5), pearls (2), emeralds (3), sapphires (7)",0,0,6,2,13,"eye (0), head (0), body (0), leg (0)",15,50,11,12,12,5,0,26,e322 (1),,"animal, ethereal, magic being, survives in mountains, cold aura (6), resist cold (25), resist poison (15), winterpower (25)","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"animal, magic being"
mazzik,f167,gold (102.5),0,0,4,1,9,"eye (6), head (6), body (6), arm (6), leg (6), wing (6)",13,9,9,11,15,10,1,7,e29 (2),,"flying, survives in wastes, stealthy (40)","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,demon
kappa,f168,"gold (84), emeralds (2)",0,0,2,2,15,"eye (5), head (0), body (15), arm (5), leg (5)",8,12,13,10,9,8,5,8,"e29 (1), e420 (1)",,"amphibian, recuperation","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)","f204, f205, f206",amphibian
lesser hybrid,f169,gold (52.5),0,0,2,2,13,"eye (1), head (1), body (1), arm (1), leg (1)",10,11,12,10,10,10,3,10,e85 (1),,amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
hybrid,f170,gold (34),0,0,2,2,15,"eye (2), head (2), body (2), arm (2), leg (2)",12,10,11,10,9,11,3,10,,,amphibian,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,amphibian
sentinel,f171,"gold (276.5), topazes (9)",0,0,800,3,25,"eye (22), head (22), body (22), arm (22), leg (22)",13,50,16,12,10,5,0,8,,,"does-not-heal, lifeless, magic being, need-not-eat, poor amphibian, resist pierce, resist slash, sacred, stone-being, darkvision (100), patrol bonus (10), resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",f172,lifeless
granite guardian,f172,"gold (427), topazes (9)",0,0,1200,4,75,"eye (22), head (22), body (22), arm (22), leg (22)",14,50,22,12,10,5,0,8,,,"does-not-heal, lifeless, magic being, need-not-eat, poor amphibian, resist pierce, resist slash, sacred, stone-being, darkvision (100), patrol bonus (10), resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",f173,lifeless
marble oracle,f173,"gold (453), topazes (9), piety (20)",0,0,1200,4,85,"eye (22), head (22), body (22), arm (22), leg (22)",16,50,22,12,10,5,0,8,,holy (2),"does-not-heal, lifeless, magic being, need-not-eat, poor amphibian, resist pierce, resist slash, sacred, stone-being, darkvision (100), fortune teller 10, patrol bonus (10), resist poison (25)","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,lifeless
great olm,f174,"gold (55.83328), emeralds (3), sapphires (1)",0,0,2,3,28,"eye (5), head (5), body (5), arm (5)",14,12,11,8,8,12,4,7,e63 (1),,"blindfighter, need-not-eat, sacred, resist cold (5), resist poison (15)","hands (2), misc (2)","eye (2), head (1), arm (2)",f178,tagless
ageless olm,f175,"gold (368.33328), topazes (30), emeralds (3), sapphires (31)",0,0,9,6,130,"eye (5), head (5), body (5), arm (5)",18,30,14,8,8,13,4,7,e63 (1),"earth (3), water (3)","blindfighter, fortune teller (15), need-not-eat, sacred, resist cold (5), resist poison (15)","hands (2), misc (2)","eye (2), head (1), arm (2)",,tagless
decrepit,f176,"gold (37), onyxes (40), topazes (30)",0,0,1,4,36,"eye (3), head (3), body (3), arm (3), leg (3)",18,11,14,5,5,5,8,12,,"death (4), earth (3)","amphibian, cold-blooded, darkvision (100), fortune teller (10), need-not-eat, sacred, siegebonus (5), unique","hands (2), head (1), body (1), feet (1), misc (2)","eye (1), head (1), body (1), arm (2), leg (2)",,cold-blooded
